,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
149,Ja'Marcus Bradley,CLE,WR,0.0,0.0,0.0,9.9,126.7,0.7,0.0,0.0,0.0,0,0.0,0.0
150,Kyle Philips,TEN,WR,0.0,0.0,0.0,10.5,129.3,0.6,0.0,0.0,0.0,0,0.0,0.0
151,Brandon Zylstra,CAR,WR,0.0,0.0,0.0,10.6,130.6,0.6,0.1,0.0,0.0,0,0.0,0.0
152,Kristian Wilkerson,NE,WR,0.0,0.0,0.0,10.1,117.7,0.8,0.0,0.0,0.0,0,0.0,0.0
153,Danny Gray,SF,WR,0.0,0.0,0.0,10.1,121.3,0.7,0.0,0.0,0.0,0,0.0,0.0
154,Khalil Shakir,BUF,WR,0.7,4.0,0.0,9.0,109.0,0.7,0.0,0.0,0.0,0,0.0,0.0
155,Antoine Wesley,ARI,WR,0.0,0.0,0.0,8.9,110.7,0.8,0.0,0.0,0.0,0,0.0,0.0
156,Ashton Dulin,IND,WR,1.2,7.5,0.1,8.2,108.1,0.6,0.1,0.0,0.0,0,0.0,0.0
157,Anthony Miller,PIT,WR,0.0,0.0,0.0,9.7,115.0,0.6,0.0,0.0,0.0,0,0.0,0.0
158,Tyler Johnson,TB,WR,0.0,0.0,0.0,9.6,109.4,0.7,0.0,0.0,0.0,0,0.0,0.0
159,Chester Rogers,HOU,WR,0.0,0.0,0.0,10.8,113.4,0.5,0.0,0.0,0.0,0,0.0,0.0
160,Tyquan Thornton,NE,WR,0.0,0.0,0.0,8.7,102.5,0.7,0.1,0.0,0.0,0,0.0,0.0
161,Juwan Johnson,NO,WR,0.0,0.0,0.0,10.3,97.4,0.7,0.0,0.0,0.0,0,0.0,0.0
162,Trinity Benson,DET,WR,0.0,0.0,0.0,8.6,100.1,0.5,0.0,0.0,0.0,0,0.0,0.0
163,Richie James Jr.,NYG,WR,0.0,0.0,0.0,8.0,100.2,0.5,0.1,0.0,0.0,0,0.0,0.0
164,Seth Williams,DEN,WR,0.0,0.0,0.0,7.4,87.8,0.6,0.0,0.0,0.0,0,0.0,0.0
165,Samori Toure,GB,WR,0.0,0.0,0.0,6.8,80.6,0.7,0.0,0.0,0.0,0,0.0,0.0
166,Juwann Winfree,GB,WR,0.0,0.0,0.0,7.2,83.8,0.6,0.0,0.0,0.0,0,0.0,0.0
167,KhaDarel Hodge,ATL,WR,0.0,0.0,0.0,6.2,91.2,0.5,0.0,0.0,0.0,0,0.0,0.0
168,Jeff Smith,NYJ,WR,0.0,0.0,0.0,6.7,90.3,0.5,0.0,0.0,0.0,0,0.0,0.0
169,Penny Hart,SEA,WR,0.0,0.0,0.0,8.0,85.2,0.5,0.0,0.0,0.0,0,0.0,0.0
170,Preston Williams,MIA,WR,0.0,0.0,0.0,6.7,79.2,0.5,0.0,0.0,0.0,0,0.0,0.0
171,Jalen Reagor,PHI,WR,3.1,17.1,0.1,5.9,62.2,0.4,0.1,0.0,0.0,0,0.0,0.0
172,Miles Boykin,PIT,WR,0.0,0.0,0.0,6.5,80.6,0.5,0.0,0.0,0.0,0,0.0,0.0
173,David Moore,CHI,WR,0.0,0.0,0.0,6.3,80.7,0.4,0.0,0.0,0.0,0,0.0,0.0
174,Marcus Johnson,SF,WR,0.0,0.0,0.0,6.0,73.9,0.5,0.0,0.0,0.0,0,0.0,0.0
175,N'Keal Harry,CHI,WR,0.0,0.0,0.0,6.6,81.5,0.4,0.1,0.0,0.0,0,0.0,0.0
176,Nsimba Webster,CHI,WR,0.0,0.0,0.0,6.0,77.1,0.4,0.0,0.0,0.0,0,0.0,0.0
177,Kendall Hinton,DEN,WR,0.0,0.0,0.0,5.1,74.3,0.5,0.0,0.0,0.0,0,0.0,0.0
178,Tre'Quan Smith,NO,WR,0.0,0.0,0.0,6.5,70.1,0.5,0.0,0.0,0.0,0,0.0,0.0
179,T.J. Vasher,DAL,WR,0.0,0.0,0.0,5.6,64.9,0.6,0.0,0.0,0.0,0,0.0,0.0
180,Tajae Sharpe,CHI,WR,0.0,0.0,0.0,5.9,71.4,0.4,0.0,0.0,0.0,0,0.0,0.0
181,Racey McMath,TEN,WR,0.0,0.0,0.0,5.4,70.9,0.4,0.0,0.0,0.0,0,0.0,0.0
182,Mike Strachan,IND,WR,0.0,0.0,0.0,5.8,68.2,0.5,0.0,0.0,0.0,0,0.0,0.0
183,Trent Taylor,CIN,WR,0.0,0.0,0.0,6.2,64.1,0.5,0.0,0.0,0.0,0,0.0,0.0
184,Bo Melton,SEA,WR,0.0,0.0,0.0,6.0,73.4,0.3,0.0,0.0,0.0,0,0.0,0.0
185,Dezmon Patmon,IND,WR,0.0,0.0,0.0,5.4,63.5,0.5,0.0,0.0,0.0,0,0.0,0.0
186,Andre Roberts,CAR,WR,0.0,0.0,0.0,4.2,71.2,0.3,0.0,0.0,0.0,0,0.0,0.0
187,DeAndre Carter,LAC,WR,0.0,0.0,0.0,5.4,64.8,0.4,0.0,0.0,0.0,0,0.0,0.0
188,Greg Ward,PHI,WR,0.0,0.0,0.0,5.6,62.9,0.4,0.0,0.0,0.0,0,0.0,0.0
189,Marquise Goodwin,SEA,WR,0.0,0.0,0.0,4.8,67.1,0.3,0.0,0.0,0.0,0,0.0,0.0
190,Javon Wims,CLE,WR,0.0,0.0,0.0,5.9,59.3,0.3,0.0,0.0,0.0,0,0.0,0.0
191,Mohamed Sanu Sr.,MIA,WR,0.0,0.0,0.0,5.8,54.2,0.4,0.0,0.0,0.0,0,0.0,0.0
192,C.J. Board,NYG,WR,0.0,0.0,0.0,3.7,55.2,0.3,0.0,0.0,0.0,0,0.0,0.0
193,Matthew Slater,NE,WR,0.0,0.0,0.0,1.9,62.5,0.2,0.0,0.0,0.0,0,0.0,0.0
194,Mike Thomas,CIN,WR,0.0,0.0,0.0,4.6,55.3,0.3,0.0,0.0,0.0,0,0.0,0.0
195,Tyrie Cleveland,DEN,WR,0.0,0.0,0.0,3.5,53.6,0.3,0.0,0.0,0.0,0,0.0,0.0
196,Jaelon Darden,TB,WR,0.0,0.0,0.0,4.0,52.6,0.3,0.0,0.0,0.0,0,0.0,0.0
197,Jake Kumerow,BUF,WR,0.0,0.0,0.0,3.6,44.0,0.3,0.0,0.0,0.0,0,0.0,0.0
198,Stanley Morgan Jr.,CIN,WR,0.0,0.0,0.0,4.5,50.6,0.2,0.0,0.0,0.0,0,0.0,0.0
199,Malik Taylor,GB,WR,0.0,0.0,0.0,3.6,43.2,0.3,0.0,0.0,0.0,0,0.0,0.0
200,Bisi Johnson,MIN,WR,0.0,0.0,0.0,4.7,43.9,0.3,0.0,0.0,0.0,0,0.0,0.0
201,Marquez Stevenson,BUF,WR,0.0,0.0,0.0,3.6,40.7,0.3,0.0,0.0,0.0,0,0.0,0.0
202,Greg Dortch,ARI,WR,0.0,0.0,0.0,3.4,45.7,0.3,0.0,0.0,0.0,0,0.0,0.0
203,Trenton Irwin,CIN,WR,0.0,0.0,0.0,3.5,39.8,0.3,0.0,0.0,0.0,0,0.0,0.0
204,Lil'Jordan Humphrey,NE,WR,0.0,0.0,0.0,3.4,42.6,0.3,0.0,0.0,0.0,0,0.0,0.0
205,Jalen Nailor,MIN,WR,0.0,0.0,0.0,3.4,39.9,0.3,0.0,0.0,0.0,0,0.0,0.0
206,Malik Turner,SF,WR,0.0,0.0,0.0,3.2,35.3,0.3,0.0,0.0,0.0,0,0.0,0.0
207,Shi Smith,CAR,WR,0.0,0.0,0.0,3.3,40.7,0.2,0.0,0.0,0.0,0,0.0,0.0
208,Tyron Johnson,LV,WR,0.0,0.0,0.0,3.0,38.2,0.3,0.0,0.0,0.0,0,0.0,0.0
209,Devin Funchess,DET,WR,0.0,0.0,0.0,3.0,39.0,0.2,0.0,0.0,0.0,0,0.0,0.0
210,Dax Milne,WAS,WR,0.0,0.0,0.0,3.3,38.6,0.2,0.0,0.0,0.0,0,0.0,0.0
211,Dennis Houston,DAL,WR,0.0,0.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,0,0.0,0.0
212,Dante Pettis,CHI,WR,0.0,0.0,0.0,2.9,40.9,0.2,0.0,0.0,0.0,0,0.0,0.0
213,Steven Sims Jr.,PIT,WR,0.0,0.0,0.0,3.7,38.5,0.2,0.0,0.0,0.0,0,0.0,0.0
214,Denzel Mims,NYJ,WR,0.0,0.0,0.0,3.0,37.9,0.2,0.0,0.0,0.0,0,0.0,0.0
215,Andy Isabella,ARI,WR,0.0,0.0,0.0,3.0,36.7,0.2,0.0,0.0,0.0,0,0.0,0.0
216,KeeSean Johnson,ATL,WR,0.0,0.0,0.0,3.0,31.0,0.3,0.0,0.0,0.0,0,0.0,0.0
217,Keelan Doss,NYG,WR,0.0,0.0,0.0,3.6,39.8,0.2,0.0,0.0,0.0,0,0.0,0.0
218,Collin Johnson,NYG,WR,0.0,0.0,0.0,3.5,39.6,0.2,0.0,0.0,0.0,0,0.0,0.0
219,Scotty Miller,TB,WR,0.0,0.0,0.0,2.8,35.2,0.2,0.0,0.0,0.0,0,0.0,0.0
220,David Sills V,NYG,WR,0.0,0.0,0.0,3.5,38.9,0.2,0.0,0.0,0.0,0,0.0,0.0
221,Isaiah Coulter,CHI,WR,0.0,0.0,0.0,3.0,38.9,0.2,0.0,0.0,0.0,0,0.0,0.0
222,Jason Moore Jr.,LAC,WR,0.0,0.0,0.0,2.8,34.2,0.3,0.0,0.0,0.0,0,0.0,0.0
223,Travis Fulgham,GB,WR,0.0,0.0,0.0,2.6,31.8,0.3,0.0,0.0,0.0,0,0.0,0.0
224,Cameron Batson,ATL,WR,0.0,0.0,0.0,3.2,35.2,0.2,0.0,0.0,0.0,0,0.0,0.0
225,Cody Thompson,SEA,WR,0.0,0.0,0.0,3.2,34.9,0.2,0.0,0.0,0.0,0,0.0,0.0
226,Jakeem Grant Sr.,CLE,WR,1.1,6.6,0.0,2.3,28.2,0.1,0.0,0.0,0.0,0,0.0,0.0
227,Gunner Olszewski,PIT,WR,0.0,0.0,0.0,2.4,29.7,0.2,0.0,0.0,0.0,0,0.0,0.0
228,Josh Gordon,KC,WR,0.0,0.0,0.0,1.7,26.0,0.2,0.0,0.0,0.0,0,0.0,0.0
229,Joe Reed,LAC,WR,0.0,0.0,0.0,1.4,28.4,0.1,0.0,0.0,0.0,0,0.0,0.0
230,Brandon Powell,LAR,WR,0.0,0.0,0.0,1.8,20.3,0.2,0.0,0.0,0.0,0,0.0,0.0
231,Tre Nixon,NE,WR,0.0,0.0,0.0,1.7,19.2,0.1,0.0,0.0,0.0,0,0.0,0.0
232,Frank Darby,ATL,WR,0.0,0.0,0.0,1.6,18.0,0.1,0.0,0.0,0.0,0,0.0,0.0
233,J.J. Arcega-Whiteside,SEA,WR,0.0,0.0,0.0,1.5,17.0,0.1,0.0,0.0,0.0,0,0.0,0.0
234,Daurice Fountain,KC,WR,0.0,0.0,0.0,1.0,10.6,0.1,0.0,0.0,0.0,0,0.0,0.0
235,Justin Watson,KC,WR,0.0,0.0,0.0,0.9,10.3,0.1,0.0,0.0,0.0,0,0.0,0.0
236,Alex Erickson,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
237,Tom Kennedy,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
238,Rico Gafford,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
239,Tanner Gentry,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
240,John Hightower,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
241,Deon Cain,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
242,Lawrence Cager,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
243,Isaiah Zuber,LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
244,Slade Bolden,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
245,Kevin White,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
246,Dan Chisena,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
247,Willie Snead IV,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
248,River Cracraft,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
249,Corey Coleman,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
250,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
251,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Josh Allen,BUF,QB,116.9,662.3,6.9,0.0,0,0.0,3.5,607.5,390.2,"4,406.1",34.6,13.9
2,Patrick Mahomes II,KC,QB,66.5,360.0,2.8,0.0,0,0.0,2.8,634.6,418.1,"4,845.1",35.9,11.6
3,Justin Herbert,LAC,QB,65.1,299.7,3.2,0.0,0,0.0,1.4,625.6,415.7,"4,684.2",33.9,13.3
4,Lamar Jackson,BAL,QB,158.6,956.7,4.9,0.0,0,0.0,3.5,520.2,336.5,"3,731.3",24.5,13.2
5,Kyler Murray,ARI,QB,107.3,552.4,5.5,0.0,0,0.0,2.3,571.7,384.8,"4,264.0",27.3,12.3
6,Jalen Hurts,PHI,QB,144.7,772.8,7.9,0.0,0,0.0,2.9,495.1,307.3,"3,645.1",24.4,12.6
7,Tom Brady,TB,QB,27.9,45.9,1.7,0.0,0,0.0,2.4,652.9,433.9,"4,846.0",36.3,11.9
8,Dak Prescott,DAL,QB,55.3,228.9,2.9,0.0,0,0.0,4.1,593.8,399.5,"4,558.9",32.7,11.7
9,Joe Burrow,CIN,QB,46.6,187.4,2.2,0.0,0,0.0,1.8,570.0,386.5,"4,574.1",31.3,12.8
10,Aaron Rodgers,GB,QB,38.7,136.2,1.8,0.0,0,0.0,1.6,559.6,377.5,"4,331.7",32.6,7.1
11,Matthew Stafford,LAR,QB,33.3,99.3,1.2,0.0,0,0.0,2.4,587.0,392.3,"4,588.5",33.6,14.1
12,Trey Lance,SF,QB,125.9,643.3,5.2,0.0,0,0.0,2.6,469.0,295.0,"3,563.5",23.8,12.7
13,Russell Wilson,DEN,QB,62.7,279.1,2.1,0.0,0,0.0,2.3,540.7,356.4,"4,111.0",29.0,9.6
14,Kirk Cousins,MIN,QB,29.2,107.1,1.1,0.0,0,0.0,2.9,574.1,379.2,"4,347.9",31.2,11.4
15,Derek Carr,LV,QB,38.7,131.1,1.2,0.0,0,0.0,3.6,597.1,399.6,"4,498.7",28.9,12.9
16,Tua Tagovailoa,MIA,QB,55.0,205.6,2.8,0.0,0,0.0,2.4,574.8,379.3,"4,029.5",25.6,13.3
17,Ryan Tannehill,TEN,QB,55.0,253.8,3.9,0.0,0,0.0,2.6,516.5,340.7,"3,753.2",24.2,13.0
18,Trevor Lawrence,JAC,QB,71.0,330.3,2.4,0.0,0,0.0,3.0,585.5,370.5,"3,942.8",22.5,13.9
19,Justin Fields,CHI,QB,107.3,593.5,3.7,0.0,0,0.0,5.0,504.9,311.9,"3,467.6",18.6,14.5
20,Daniel Jones,NYG,QB,81.4,424.7,2.7,0.0,0,0.0,4.7,537.7,337.0,"3,616.1",20.6,12.5
21,Matt Ryan,IND,QB,34.4,121.2,1.4,0.0,0,0.0,3.6,539.2,352.7,"3,937.4",25.9,11.4
22,Mac Jones,NE,QB,41.8,156.4,0.9,0.0,0,0.0,2.8,543.9,359.0,"3,941.5",24.9,13.9
23,Jameis Winston,NO,QB,53.8,273.8,1.7,0.0,0,0.0,2.8,486.5,305.0,"3,503.5",24.7,12.6
24,Carson Wentz,WAS,QB,57.4,240.1,1.8,0.0,0,0.0,3.9,538.1,343.1,"3,694.0",22.4,11.6
25,Jared Goff,DET,QB,31.7,80.2,1.0,0.0,0,0.0,3.7,565.6,371.4,"3,905.7",24.5,12.5
26,Baker Mayfield,CAR,QB,44.7,166.0,1.5,0.0,0,0.0,2.5,551.1,345.3,"3,736.8",21.5,14.5
27,Zach Wilson,NYJ,QB,43.1,221.0,2.4,0.0,0,0.0,1.8,537.6,326.5,"3,452.0",20.7,13.4
28,Davis Mills,HOU,QB,34.2,110.8,0.8,0.0,0,0.0,1.9,538.0,351.2,"3,775.7",20.6,14.1
29,Marcus Mariota,ATL,QB,54.6,328.9,2.4,0.0,0,0.0,1.2,420.2,263.9,"2,900.7",15.7,11.3
30,Mitch Trubisky,PIT,QB,42.0,208.6,1.8,0.0,0,0.0,1.3,404.0,258.1,"2,618.3",15.5,10.1
31,Jacoby Brissett,CLE,QB,26.0,107.2,1.2,0.0,0,0.0,2.5,332.1,207.8,"2,313.6",13.0,7.9
32,Drew Lock,SEA,QB,30.7,106.6,1.2,0.0,0,0.0,1.6,340.4,210.8,"2,017.5",11.6,8.3
33,Deshaun Watson,CLE,QB,35.1,186.7,1.8,0.0,0,0.0,1.0,190.1,128.6,"1,522.9",10.1,4.2
34,Geno Smith,SEA,QB,15.8,85.8,0.8,0.0,0,0.0,1.5,192.8,121.8,"1,770.0",10.3,6.8
35,Kenny Pickett,PIT,QB,19.7,87.1,0.7,0.0,0,0.0,1.3,227.4,140.0,"1,560.8",9.2,6.7
36,Desmond Ridder,ATL,QB,22.7,99.8,0.8,0.0,0,0.0,0.8,172.0,105.6,"1,190.2",6.2,4.9
37,Andy Dalton,NO,QB,3.9,13.6,0.1,0.0,0,0.0,0.2,57.8,36.3,408.9,2.9,1.7
38,Joe Flacco,NYJ,QB,1.8,7.2,0.1,0.0,0,0.0,0.6,50.6,31.3,441.6,2.6,1.4
39,Sam Darnold,CAR,QB,1.2,16.5,0.2,0.0,0,0.0,0.3,29.6,18.2,345.0,1.7,1.4
40,Mason Rudolph,PIT,QB,1.3,5.0,0.0,0.0,0,0.0,0.0,46.0,28.3,320.7,2.0,1.0
41,Tyrod Taylor,NYG,QB,4.3,25.1,0.1,0.0,0,0.0,0.3,43.0,26.2,290.0,1.7,0.9
42,Taysom Hill,NO,QB,21.7,99.7,0.9,0.0,0,0.0,0.0,11.0,7.2,77.9,0.3,0.3
43,Tyler Huntley,BAL,QB,6.4,34.7,0.2,0.0,0,0.0,0.2,31.1,20.3,238.3,1.6,1.3
44,Jimmy Garoppolo,SF,QB,1.5,5.0,0.0,0.0,0,0.0,0.0,31.8,20.3,262.4,1.6,1.1
45,Joshua Dobbs,CLE,QB,3.8,25.4,0.2,0.0,0,0.0,0.1,26.6,17.3,232.5,1.1,1.1
46,Trevor Siemian,CHI,QB,2.5,7.1,0.0,0.0,0,0.0,0.1,33.9,20.2,264.3,1.2,1.0
47,Gardner Minshew II,PHI,QB,4.3,16.9,0.1,0.0,0,0.0,0.2,30.0,19.2,207.4,1.4,0.7
48,Teddy Bridgewater,MIA,QB,2.1,7.3,0.0,0.0,0,0.0,0.1,28.5,18.6,198.7,1.2,0.5
49,Taylor Heinicke,WAS,QB,2.6,10.4,0.0,0.0,0,0.0,0.1,23.9,15.1,173.2,1.3,0.8
50,Malik Willis,TEN,QB,2.0,11.3,0.1,0.0,0,0.0,0.1,22.3,13.7,188.5,1.0,1.2
51,Cooper Rush,DAL,QB,2.1,3.6,0.0,0.0,0,0.0,0.1,26.6,16.6,187.2,1.2,0.4
52,Colt McCoy,ARI,QB,2.8,8.7,0.0,0.0,0,0.0,0.2,26.6,17.2,186.0,1.1,0.6
53,Josh Johnson,DEN,QB,2.8,10.1,0.1,0.0,0,0.0,0.2,19.4,12.7,171.4,1.1,0.8
54,Jordan Love,GB,QB,2.4,8.5,0.1,0.0,0,0.0,0.1,20.7,12.4,172.6,1.1,0.9
55,Kyle Allen,HOU,QB,1.6,6.2,0.1,0.0,0,0.0,0.8,27.3,17.2,188.0,1.1,0.7
56,Brian Hoyer,NE,QB,1.6,1.9,0.1,0.0,0,0.0,0.1,21.5,13.4,169.3,1.0,0.8
57,Blaine Gabbert,TB,QB,1.1,3.1,0.1,0.0,0,0.0,0.2,19.2,12.1,160.3,1.0,0.5
58,C.J. Beathard,JAC,QB,1.5,6.2,0.0,0.0,0,0.0,0.7,23.6,14.7,162.7,1.1,0.6
