,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
59,Kyle Trask,TB,QB,1.0,3.0,0.0,0.0,0,0.0,0.0,22.0,13.0,136.0,1.0,0.0
60,Case Keenum,BUF,QB,1.2,4.6,0.0,0.0,0,0.0,0.1,19.2,12.2,136.9,1.0,0.4
61,Jarrett Stidham,LV,QB,2.1,5.4,0.0,0.0,0,0.0,0.1,20.7,13.6,147.0,0.9,0.7
62,Sean Mannion,MIN,QB,1.6,6.1,0.0,0.0,0,0.0,0.2,19.0,11.3,127.8,1.0,0.4
63,John Wolford,LAR,QB,2.0,8.4,0.0,0.0,0,0.0,0.1,19.2,11.9,134.9,0.8,0.4
64,Nick Foles,IND,QB,1.6,7.0,0.0,0.0,0,0.0,0.1,17.3,11.1,121.7,1.0,0.6
65,Tim Boyle,DET,QB,1.4,5.4,0.0,0.0,0,0.0,0.1,21.1,13.0,138.3,0.8,0.6
66,Brandon Allen,CIN,QB,1.4,5.7,0.0,0.0,0,0.0,0.1,17.4,11.0,125.9,0.8,0.4
67,Brett Rypien,DEN,QB,1.0,2.7,0.0,0.0,0,0.0,0.0,15.3,9.3,107.3,1.0,0.3
68,Chase Daniel,LAC,QB,1.5,4.6,0.0,0.0,0,0.0,0.2,18.5,11.4,125.8,0.8,0.4
69,Sam Howell,WAS,QB,2.0,8.8,0.1,0.0,0,0.0,0.1,16.4,10.0,108.8,0.7,0.5
70,Chad Henne,KC,QB,1.8,4.3,0.0,0.0,0,0.0,0.2,15.9,10.1,112.9,0.9,0.6
71,Nate Sudfeld,SF,QB,1.8,7.2,0.1,0.0,0,0.0,0.3,14.5,9.1,100.1,0.8,0.5
72,Nick Mullens,MIN,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,8.0,95.0,0.7,0.3
73,Mike White,NYJ,QB,2.0,1.5,0.0,0.0,0,0.0,0.0,11.0,6.5,73.0,0.5,0.5
74,Kellen Mond,MIN,QB,0.5,2.0,0.0,0.0,0,0.0,0.0,10.0,5.5,53.0,0.5,0.0
75,Nathan Peterman,CHI,QB,2.0,9.0,0.0,0.0,0,0.0,0.0,7.5,4.0,45.0,0.5,0.5
76,Chris Streveler,NYJ,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Davis Webb,NYG,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Easton Stick,LAC,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Ian Book,NO,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Matt Barkley,BUF,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,PJ Walker,CAR,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Jeff Driskel,HOU,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Logan Woodside,TEN,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,David Blough,DET,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Jacob Eason,SEA,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Ryan Griffin,TB,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Feleipe Franks,ATL,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Will Grier,DAL,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Sam Ehlinger,IND,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
91,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Travis Kelce,KC,TE,0.0,0,0.0,99.4,"1,179.8",9.3,0.5,0.0,0.0,0,0.0,0.0
2,Mark Andrews,BAL,TE,0.0,0,0.0,95.5,"1,187.6",8.9,0.5,0.0,0.0,0,0.0,0.0
3,Kyle Pitts,ATL,TE,0.0,0,0.0,73.1,997.9,4.7,0.5,0.0,0.0,0,0.0,0.0
4,Darren Waller,LV,TE,0.0,0,0.0,77.5,931.2,5.1,0.5,0.0,0.0,0,0.0,0.0
5,George Kittle,SF,TE,0.0,0,0.0,71.2,871.1,5.4,0.5,0.0,0.0,0,0.0,0.0
6,Dalton Schultz,DAL,TE,0.0,0,0.0,77.4,805.7,6.1,0.4,0.0,0.0,0,0.0,0.0
7,Dallas Goedert,PHI,TE,0.0,0,0.0,63.5,794.5,5.0,0.5,0.0,0.0,0,0.0,0.0
8,T.J. Hockenson,DET,TE,0.0,0,0.0,67.6,693.2,5.1,0.4,0.0,0.0,0,0.0,0.0
9,Hunter Henry,NE,TE,0.0,0,0.0,53.8,618.5,6.0,0.1,0.0,0.0,0,0.0,0.0
10,Dawson Knox,BUF,TE,0.0,0,0.0,48.9,591.9,6.2,0.1,0.0,0.0,0,0.0,0.0
11,Zach Ertz,ARI,TE,0.0,0,0.0,64.7,663.0,4.8,0.4,0.0,0.0,0,0.0,0.0
12,Mike Gesicki,MIA,TE,0.0,0,0.0,60.2,656.6,4.0,0.4,0.0,0.0,0,0.0,0.0
13,Noah Fant,SEA,TE,0.0,0,0.0,60.7,652.5,3.8,0.4,0.0,0.0,0,0.0,0.0
14,Tyler Higbee,LAR,TE,0.0,0,0.0,59.2,594.5,4.7,0.4,0.0,0.0,0,0.0,0.0
15,Cole Kmet,CHI,TE,0.0,0,0.0,61.4,639.2,3.8,0.5,0.0,0.0,0,0.0,0.0
16,David Njoku,CLE,TE,0.0,0,0.0,53.2,603.1,4.3,0.4,0.0,0.0,0,0.0,0.0
17,Pat Freiermuth,PIT,TE,0.0,0,0.0,62.7,579.8,4.8,0.5,0.0,0.0,0,0.0,0.0
18,Irv Smith Jr.,MIN,TE,0.0,0,0.0,50.4,556.7,4.5,0.1,0.0,0.0,0,0.0,0.0
19,Gerald Everett,LAC,TE,0.0,0,0.0,55.0,566.9,4.5,0.9,0.0,0.0,0,0.0,0.0
20,Robert Tonyan,GB,TE,0.0,0,0.0,45.7,520.6,4.5,0.1,0.0,0.0,0,0.0,0.0
21,Albert Okwuegbunam,DEN,TE,0.0,0,0.0,49.4,509.5,4.7,0.8,0.0,0.0,0,0.0,0.0
22,Logan Thomas,WAS,TE,0.0,0,0.0,48.6,508.1,4.5,0.4,0.0,0.0,0,0.0,0.0
23,Evan Engram,JAC,TE,0.0,0,0.0,52.8,541.8,3.5,0.4,0.0,0.0,0,0.0,0.0
24,Austin Hooper,TEN,TE,0.0,0,0.0,50.9,497.7,4.0,0.4,0.0,0.0,0,0.0,0.0
25,Hayden Hurst,CIN,TE,0.0,0,0.0,41.9,440.7,4.0,0.5,0.0,0.0,0,0.0,0.0
26,Mo Alie-Cox,IND,TE,0.0,0,0.0,35.0,422.7,3.3,0.1,0.0,0.0,0,0.0,0.0
27,Brevin Jordan,HOU,TE,0.0,0,0.0,41.2,418.0,2.9,0.1,0.0,0.0,0,0.0,0.0
28,Adam Trautman,NO,TE,0.0,0,0.0,36.0,374.1,2.9,0.4,0.0,0.0,0,0.0,0.0
29,Kyle Rudolph,TB,TE,0.0,0,0.0,33.2,331.6,3.2,0.1,0.0,0.0,0,0.0,0.0
30,Cameron Brate,TB,TE,0.0,0,0.0,34.3,317.5,3.1,0.1,0.0,0.0,0,0.0,0.0
31,C.J. Uzomah,NYJ,TE,0.0,0,0.0,35.1,349.1,2.5,0.0,0.0,0.0,0,0.0,0.0
32,Andrew Beck,DEN,TE,0.0,0,0.0,27.9,295.3,2.9,0.0,0.0,0.0,0,0.0,0.0
33,Jonnu Smith,NE,TE,0.0,0,0.0,29.4,313.0,2.4,0.1,0.0,0.0,0,0.0,0.0
34,Tyler Conklin,NYJ,TE,0.0,0,0.0,33.9,327.4,2.1,0.1,0.0,0.0,0,0.0,0.0
35,Harrison Bryant,CLE,TE,0.0,0,0.0,28.8,305.3,2.4,0.4,0.0,0.0,0,0.0,0.0
36,Dan Arnold,JAC,TE,0.0,0,0.0,27.9,328.7,1.9,0.5,0.0,0.0,0,0.0,0.0
37,Paul Quessenberry,HOU,TE,0.0,0,0.0,37.0,334.0,2.0,1.0,0.0,0.0,0,0.0,0.0
38,Isaiah Likely,BAL,TE,0.0,0,0.0,27.3,288.1,2.4,0.2,0.0,0.0,0,0.0,0.0
39,Tommy Tremble,CAR,TE,0.0,0,0.0,27.6,281.7,2.2,0.1,0.0,0.0,0,0.0,0.0
40,Foster Moreau,LV,TE,0.0,0,0.0,23.7,266.3,2.3,0.0,0.0,0.0,0,0.0,0.0
41,Daniel Bellinger,NYG,TE,0.0,0,0.0,27.1,277.4,1.8,0.2,0.0,0.0,0,0.0,0.0
42,Geoff Swaim,TEN,TE,0.0,0,0.0,26.6,236.9,2.3,0.0,0.0,0.0,0,0.0,0.0
43,O.J. Howard,BUF,TE,0.0,0,0.0,22.0,249.1,1.9,0.1,0.0,0.0,0,0.0,0.0
44,Jelani Woods,IND,TE,0.0,0,0.0,21.7,230.2,2.1,0.5,0.0,0.0,0,0.0,0.0
45,Donald Parham Jr.,LAC,TE,0.0,0,0.0,20.5,214.2,2.1,0.0,0.0,0.0,0,0.0,0.0
46,Jordan Akins,NYG,TE,0.0,0,0.0,28.1,270.7,1.2,0.5,0.0,0.0,0,0.0,0.0
47,James O'Shaughnessy,CHI,TE,0.0,0,0.0,22.4,246.3,1.2,0.0,0.0,0.0,0,0.0,0.0
48,Taysom Hill,NO,TE,0.0,0,0.0,17.3,189.0,2.3,1.0,0.0,0.0,0,0.0,0.0
49,Durham Smythe,MIA,TE,0.0,0,0.0,23.2,230.8,1.3,0.0,0.0,0.0,0,0.0,0.0
50,Cade Otton,TB,TE,0.0,0,0.0,19.7,206.3,1.7,0.5,0.0,0.0,0,0.0,0.0
51,Trey McBride,ARI,TE,0.0,0,0.0,19.9,207.7,1.7,0.5,0.0,0.0,0,0.0,0.0
52,Pharaoh Brown,HOU,TE,0.0,0,0.0,24.0,227.4,1.2,0.4,0.0,0.0,0,0.0,0.0
53,Anthony Firkser,ATL,TE,0.0,0,0.0,22.3,221.0,1.3,0.4,0.0,0.0,0,0.0,0.0
54,Greg Dulcich,DEN,TE,0.0,0,0.0,18.6,201.6,1.5,0.1,0.0,0.0,0,0.0,0.0
55,Kylen Granson,IND,TE,0.0,0,0.0,18.5,207.4,1.4,0.1,0.0,0.0,0,0.0,0.0
56,Josiah Deguara,GB,TE,0.0,0,0.0,18.1,191.7,1.5,0.0,0.0,0.0,0,0.0,0.0
57,John Bates,WAS,TE,0.0,0,0.0,17.3,193.1,1.3,0.1,0.0,0.0,0,0.0,0.0
58,Kendall Blanton,WAS,TE,0.0,0,0.0,16.6,181.4,1.4,1.0,0.0,0.0,0,0.0,0.0
59,Ian Thomas,CAR,TE,0.0,0,0.0,18.6,182.6,1.0,0.1,0.0,0.0,0,0.0,0.0
60,Marcedes Lewis,GB,TE,0.0,0,0.0,16.5,169.2,1.2,0.4,0.0,0.0,0,0.0,0.0
61,Will Dissly,SEA,TE,0.0,0,0.0,17.0,176.2,0.9,0.1,0.0,0.0,0,0.0,0.0
62,Chris Myarick,NYG,TE,0.0,0,0.0,15.8,153.2,1.2,0.1,0.0,0.0,0,0.0,0.0
63,Charlie Kolar,BAL,TE,0.0,0,0.0,12.2,142.4,1.2,0.0,0.0,0.0,0,0.0,0.0
64,Zach Davidson,MIN,TE,0.0,0,0.0,14.0,148.0,1.0,0.0,0.0,0.0,0,0.0,0.0
65,Maxx Williams,ARI,TE,0.0,0,0.0,14.3,153.7,0.7,0.0,0.0,0.0,0,0.0,0.0
66,Matt Bushman,KC,TE,0.0,0,0.0,14.0,136.0,1.0,0.0,0.0,0.0,0,0.0,0.0
67,Ryan Griffin,CHI,TE,0.0,0,0.0,13.3,132.2,1.0,0.0,0.0,0.0,0,0.0,0.0
68,Jacob Harris,LAR,TE,0.0,0,0.0,12.0,132.0,1.0,0.0,0.0,0.0,0,0.0,0.0
69,Jake Ferguson,DAL,TE,0.0,0,0.0,13.1,136.5,0.9,0.0,0.0,0.0,0,0.0,0.0
70,Nick Eubanks,CIN,TE,0.0,0,0.0,12.0,125.0,1.0,0.0,0.0,0.0,0,0.0,0.0
71,Alize Mack,GB,TE,0.0,0,0.0,12.0,122.0,1.0,0.0,0.0,0.0,0,0.0,0.0
72,Tyler Kroft,SF,TE,0.0,0,0.0,11.6,126.8,0.9,0.0,0.0,0.0,0,0.0,0.0
73,Nick Boyle,BAL,TE,0.0,0,0.0,11.3,106.1,1.1,0.0,0.0,0.0,0,0.0,0.0
74,Drew Sample,CIN,TE,0.0,0,0.0,11.6,113.0,0.9,0.0,0.0,0.0,0,0.0,0.0
75,Kenny Yeboah,NYJ,TE,0.0,0,0.0,10.5,112.3,0.9,0.0,0.0,0.0,0,0.0,0.0
76,Blake Bell,KC,TE,0.0,0,0.0,12.2,112.1,0.9,0.0,0.0,0.0,0,0.0,0.0
77,Brock Wright,DET,TE,0.0,0,0.0,10.8,104.2,1.0,0.0,0.0,0.0,0,0.0,0.0
78,Zach Gentry,PIT,TE,0.0,0,0.0,12.1,112.2,0.9,0.0,0.0,0.0,0,0.0,0.0
79,Noah Gray,KC,TE,0.0,0,0.0,10.6,100.0,1.0,0.0,0.0,0.0,0,0.0,0.0
80,Brycen Hopkins,LAR,TE,0.0,0,0.0,10.0,105.7,0.9,0.0,0.0,0.0,0,0.0,0.0
81,Connor Heyward,PIT,TE,0.0,0,0.0,11.6,116.5,0.7,0.1,0.0,0.0,0,0.0,0.0
82,Jody Fortson,KC,TE,0.0,0,0.0,9.3,99.0,0.9,0.0,0.0,0.0,0,0.0,0.0
83,Luke Farrell,JAC,TE,0.0,0,0.0,9.8,90.6,0.8,0.0,0.0,0.0,0,0.0,0.0
84,Ko Kieft,TB,TE,0.0,0,0.0,9.2,91.8,0.7,0.0,0.0,0.0,0,0.0,0.0
85,Nick Vannett,NO,TE,0.0,0,0.0,7.8,85.9,0.8,0.0,0.0,0.0,0,0.0,0.0
86,Sean McKeon,DAL,TE,0.0,0,0.0,8.5,85.0,0.8,0.1,0.0,0.0,0,0.0,0.0
87,Stephen Anderson,ARI,TE,0.0,0,0.0,8.1,84.1,0.7,0.0,0.0,0.0,0,0.0,0.0
88,Chris Manhertz,JAC,TE,0.0,0,0.0,6.5,69.6,0.9,0.0,0.0,0.0,0,0.0,0.0
89,Ross Dwelley,SF,TE,0.0,0,0.0,8.7,79.0,0.7,0.0,0.0,0.0,0,0.0,0.0
90,Grant Calcaterra,PHI,TE,0.0,0,0.0,6.9,70.6,0.7,0.0,0.0,0.0,0,0.0,0.0
91,Tre' McKitty,LAC,TE,0.0,0,0.0,8.4,80.7,0.5,0.0,0.0,0.0,0,0.0,0.0
92,Teagan Quitoriano,HOU,TE,0.0,0,0.0,8.0,81.5,0.5,0.1,0.0,0.0,0,0.0,0.0
93,Johnny Mundt,MIN,TE,0.0,0,0.0,6.9,70.4,0.7,0.0,0.0,0.0,0,0.0,0.0
94,Kevin Rader,PIT,TE,0.0,0,0.0,8.6,69.2,0.7,0.0,0.0,0.0,0,0.0,0.0
95,Jesper Horsted,LV,TE,0.0,0,0.0,6.9,74.2,0.5,0.0,0.0,0.0,0,0.0,0.0
96,Nick Muse,MIN,TE,0.0,0,0.0,6.9,70.6,0.6,0.0,0.0,0.0,0,0.0,0.0
97,Juwan Johnson,NO,TE,0.0,0,0.0,4.7,52.3,0.8,0.0,0.0,0.0,0,0.0,0.0
98,James Mitchell,DET,TE,0.0,0,0.0,6.9,62.2,0.6,0.0,0.0,0.0,0,0.0,0.0
99,Tommy Sweeney,BUF,TE,0.0,0,0.0,6.5,61.5,0.6,0.0,0.0,0.0,0,0.0,0.0
100,Devin Asiasi,NE,TE,0.0,0,0.0,5.2,64.6,0.5,0.0,0.0,0.0,0,0.0,0.0
101,Cole Turner,WAS,TE,0.0,0,0.0,6.1,63.9,0.5,0.0,0.0,0.0,0,0.0,0.0
102,Eric Tomlinson,DEN,TE,0.0,0,0.0,5.9,60.0,0.6,0.0,0.0,0.0,0,0.0,0.0
103,John FitzPatrick,ATL,TE,0.0,0,0.0,6.4,59.2,0.6,0.0,0.0,0.0,0,0.0,0.0
104,Ben Ellefson,MIN,TE,0.0,0,0.0,5.2,54.7,0.6,0.0,0.0,0.0,0,0.0,0.0
105,MyCole Pruitt,ATL,TE,0.0,0,0.0,6.3,61.1,0.5,0.0,0.0,0.0,0,0.0,0.0
106,Hunter Long,MIA,TE,0.0,0,0.0,5.9,56.2,0.5,0.0,0.0,0.0,0,0.0,0.0
107,Tyree Jackson,PHI,TE,0.0,0,0.0,5.5,53.8,0.6,0.1,0.0,0.0,0,0.0,0.0
108,Tommy Hudson,TEN,TE,0.0,0,0.0,5.4,53.6,0.5,0.0,0.0,0.0,0,0.0,0.0
109,Chigoziem Okonkwo,TEN,TE,0.0,0,0.0,5.3,55.8,0.5,0.0,0.0,0.0,0,0.0,0.0
110,Jared Pinkney,LAR,TE,0.0,0,0.0,4.9,50.3,0.4,0.0,0.0,0.0,0,0.0,0.0
111,Colby Parkinson,SEA,TE,0.0,0,0.0,5.4,52.1,0.4,0.1,0.0,0.0,0,0.0,0.0
112,Jack Stoll,PHI,TE,0.0,0,0.0,5.6,60.6,0.1,0.0,0.0,0.0,0,0.0,0.0
113,Nick Bowers,LV,TE,0.0,0,0.0,4.0,42.2,0.4,0.0,0.0,0.0,0,0.0,0.0
114,Reggie Gilliam,BUF,TE,0.0,0,0.0,4.2,38.9,0.4,0.0,0.0,0.0,0,0.0,0.0
115,Hunter Kampmoyer,LAC,TE,0.0,0,0.0,3.8,39.6,0.4,0.0,0.0,0.0,0,0.0,0.0
116,Richard Rodgers,PHI,TE,0.0,0,0.0,3.9,39.1,0.4,0.0,0.0,0.0,0,0.0,0.0
117,Eric Saubert,DEN,TE,0.0,0,0.0,4.1,39.2,0.4,0.0,0.0,0.0,0,0.0,0.0
118,Jace Sternberger,PIT,TE,0.0,0,0.0,4.2,40.0,0.3,0.0,0.0,0.0,0,0.0,0.0
119,Jacob Hollister,LV,TE,0.0,0,0.0,3.9,35.8,0.4,0.0,0.0,0.0,0,0.0,0.0
120,Josh Oliver,BAL,TE,0.0,0,0.0,3.7,36.0,0.3,0.0,0.0,0.0,0,0.0,0.0
121,Jeremy Ruckert,NYJ,TE,0.0,0,0.0,3.6,36.8,0.3,0.0,0.0,0.0,0,0.0,0.0
122,Charlie Woerner,SF,TE,0.0,0,0.0,3.5,31.6,0.4,0.0,0.0,0.0,0,0.0,0.0
123,Antony Auclair,HOU,TE,0.0,0,0.0,4.0,38.8,0.2,0.0,0.0,0.0,0,0.0,0.0
124,Tyler Mabry,SEA,TE,0.0,0,0.0,3.6,36.3,0.3,0.0,0.0,0.0,0,0.0,0.0
125,Miller Forristall,CLE,TE,0.0,0,0.0,3.5,35.0,0.3,0.1,0.0,0.0,0,0.0,0.0
126,Parker Hesse,ATL,TE,0.0,0,0.0,3.6,33.5,0.2,0.0,0.0,0.0,0,0.0,0.0
127,Nakia Griffin-Stewart,CLE,TE,0.0,0,0.0,3.3,32.9,0.2,0.0,0.0,0.0,0,0.0,0.0
128,Mitchell Wilcox,CIN,TE,0.0,0,0.0,1.8,18.3,0.2,0.0,0.0,0.0,0,0.0,0.0
129,Matt Sokol,NE,TE,0.0,0,0.0,1.8,18.7,0.2,0.0,0.0,0.0,0,0.0,0.0
130,Stephen Sullivan,CAR,TE,0.0,0,0.0,1.8,18.9,0.1,0.0,0.0,0.0,0,0.0,0.0
131,Cethan Carter,MIA,TE,0.0,0,0.0,0.9,8.9,0.1,0.0,0.0,0.0,0,0.0,0.0
132,Jordan Franks,KC,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
133,Noah Togiai,PHI,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
134,Colin Thompson,CAR,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
135,J.P. Holtz,NO,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
136,Troy Fumagalli,SF,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
137,Deon Yelder,ARI,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
138,Tanner Hudson,NYG,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
139,Trevon Wesco,NYJ,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
140,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
141,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
